id_talent_req,id_company,nama_perusahaan,alamat_kantor,industri_sektor,nama_pic,no_whatsapp,nama_posisi,jenis_penempatan,headcount,bidang_studi_dibutuhkan,minimum_semester,deskripsi_requirement,working_arrangement,working_arrangement_detail,durasi,renumerasi,request_date,sumber_baris_form
TR5083,C1178,PT Graha Makmur,"Jl. Yos Sudarso No. 20, Surakarta",Travel & Hospitality,Hendra Safitri,087789480690,Digital Marketing Intern,Magang,4,"Desain Komunikasi Visual, Ilmu Komunikasi",6,"Menguasai social media management, Google Ads, SEO dasar, content creation.",Hybrid,"WFO Senin-Rabu, WFH Kamis-Jumat",3 Bulan,Rp 3.000.000/bulan,2024-01-17,Google Form
TR5084,C143,PT Sejahtera Terapan,"Jl. Brigjend Katamso No. 16, Surakarta",Media & Kreatif,Tiara Prasetya,087803341918,Social Media Specialist,Magang,1,"Manajemen, Desain Komunikasi Visual",4,"Menguasai management social media, analytics, content planning.",WFO,"Full WFO, shift pagi/siang",3 Bulan,Rp 2.500.000/bulan,2024-01-11,Google Form
TR5085,C125,PT Daya Bersama,"Jl. Diponegoro No. 153, Surabaya",Logistik & Supply Chain,Yoga Prabowo,087809320489,Warehouse Staff,Part-time,2,"Teknik Industri, Manajemen",5,"Menguasai dasar-dasar warehouse staff, komunikasi baik, mampu bekerja dalam tim.",WFO,"WFO 5 hari, jam kerja fleksibel",6 Bulan,Rp 1.500.000/bulan,2023-09-21,Google Form
TR5086,C041,CV Indo Terapan,"Jl. Mangga Dua No. 107, Surakarta",Telekomunikasi,Ilham Adriansyah,087877496499,Data Analyst,Magang,1,"Ekonomi Pembangunan, Sistem Informasi",6,"Menguasai SQL, Python/R, visualisasi data (Tableau/Power BI), statistik dasar.",WFO,"Full WFO, Senin-Jumat 08:00-17:00",4 Bulan,Rp 1.500.000/bulan,2024-01-19,Input Manual
TR5087,C592,PT Abadi Gemilang,"Jl. Raya Pajajaran No. 63, Jakarta",Pendidikan & EdTech,Hafiz Budiman,081285095493,Data Analyst,Part-time,3,"Ekonomi Pembangunan, Sistem Informasi",6,"Menguasai SQL, Python/R, visualisasi data (Tableau/Power BI), statistik dasar.",Hybrid,"Hybrid fleksibel, minimal 3 hari WFO per minggu",Tidak Terbatas,Rp 1.000.000/bulan,2023-09-24,Email
TR5088,C563,PT Solusi Abadi,"Jl. Pandanaran No. 189, Semarang",Media & Kreatif,Rizky Anggara,082280794200,Video Editor,Part-time,3,"Desain Komunikasi Visual, Ilmu Komunikasi",5,"Menguasai Adobe Premiere/After Effects, storytelling visual.",Hybrid,WFO minimal 2 hari per minggu,3 Bulan,Rp 1.500.000/bulan,2023-12-16,WhatsApp
TR5089,C322,PT Nusa Terapan,"Jl. Adi Sucipto No. 113, Jakarta",Keuangan & Perbankan,Farhan Firmansyah,085240362216,Internal Auditor,Magang,2,Akuntansi,5,"Memahami standar audit, risk assessment, pengendalian internal.",Hybrid,"WFO Senin-Rabu, WFH Kamis-Jumat",3 Bulan,Non-Paid,2023-09-25,Email
TR5090,C856,PT Esa Indonesia,"Jl. Thamrin No. 82, Jakarta",Pendidikan & EdTech,Galih Rahmawati,085870908599,Research Intern,Magang,5,"Ekonomi Pembangunan, Psikologi",5,"Menguasai dasar-dasar research intern, komunikasi baik, mampu bekerja dalam tim.",Hybrid,"2 hari WFO, 3 hari WFH",6 Bulan,Non-Paid,2023-08-18,Google Form
TR5091,C1059,CV Daya Karya,"Jl. Kebon Jeruk No. 28, Depok",Asuransi,Zaki Lestari,082181741150,Business Analyst,Full-time,2,"Sistem Informasi, Manajemen",6,"Menguasai analisis proses bisnis, SQL, visualisasi data, komunikasi yang baik.",Hybrid,"3 hari WFO, 2 hari WFH",4 Bulan,Rp 4.000.000/bulan,2024-01-08,Google Form
TR5092,C960,PT Sukses Systems,"Jl. Ronggowarsito No. 65, Bandung",Manufaktur,Arif Handoko,085393403910,Data Entry Operator,Magang,1,"Sistem Informasi, Manajemen",7,"Menguasai dasar-dasar data entry operator, komunikasi baik, mampu bekerja dalam tim.",WFO,"Full WFO, shift pagi/siang",4 Bulan,Rp 1.500.000/bulan,2023-10-22,Input Manual
TR5093,C1253,CV Inovasi Konsultan,"Jl. Pemuda No. 139, Surakarta",Agribisnis,Salma Dewi,083827777118,Agricultural Engineer Intern,Magang,1,Agroteknologi,6,"Menguasai dasar-dasar agricultural engineer intern, komunikasi baik, mampu bekerja dalam tim.",WFH,"Full remote, standup meeting harian via Zoom",4 Bulan,Rp 3.000.000/bulan,2023-12-02,Google Form
TR5094,C084,PT Digital Utama,"Jl. Diponegoro No. 102, Surabaya",Properti & Konstruksi,Guntur Putra,081508482069,IT Support,Part-time,1,"Sistem Informasi, Pendidikan Teknik Informatika",5,"Menguasai troubleshooting hardware/software, networking dasar, Microsoft Office.",WFH,"Full WFH, jam kerja fleksibel",3 Bulan,Rp 2.500.000/bulan,2023-08-08,Google Form
TR5095,C1040,PT Kreasi Teknologi,"Jl. Urip Sumoharjo No. 69, Yogyakarta",Agribisnis,Bayu Setiawan,081613389260,Research Assistant,Magang,3,"Psikologi, Farmasi",6,"Kemampuan riset akademik, analisis data kuantitatif/kualitatif, literatur review.",Hybrid,WFO minimal 2 hari per minggu,4 Bulan,Uang transport saja,2023-11-02,Google Form
TR5096,C662,PT Bumi Bangsa,"Jl. Urip Sumoharjo No. 15, Yogyakarta",Media & Kreatif,Tika Ardiansyah,081564355776,Motion Graphic Designer,Part-time,1,Desain Komunikasi Visual,5,"Menguasai dasar-dasar motion graphic designer, komunikasi baik, mampu bekerja dalam tim.",Hybrid,WFO minimal 2 hari per minggu,3 Bulan,Rp 2.500.000/bulan,2024-01-29,Google Form
TR5097,C277,PT Daya Konsultan,"Jl. Adi Sucipto No. 192, Surakarta",Kesehatan & Farmasi,Lutfia Febriani,082234419693,IT Staff,Magang,1,"Sistem Informasi, Informatika",6,"Menguasai dasar-dasar it staff, komunikasi baik, mampu bekerja dalam tim.",Hybrid,"2 hari WFO, 3 hari WFH",6 Bulan,Non-Paid,2023-09-05,Google Form
TR5098,C1429,PT Bina Informatika,"Jl. Veteran No. 117, Surakarta",Logistik & Supply Chain,Winda Wijaya,087856115686,IT Support,Magang,3,"Sistem Informasi, Pendidikan Teknik Informatika",6,"Menguasai troubleshooting hardware/software, networking dasar, Microsoft Office.",WFO,"Full WFO, shift pagi/siang",4 Bulan,Rp 2.500.000/bulan,2024-01-05,Google Form
TR5099,C1419,CV Karya Logistik,"Jl. Dago No. 16, Jakarta",Energi & Pertambangan,Dinda Santoso,082179831242,Environmental Analyst,Magang,1,"Agroteknologi, Teknik Sipil",6,"Menguasai dasar-dasar environmental analyst, komunikasi baik, mampu bekerja dalam tim.",Hybrid,"2 hari WFO, 3 hari WFH",3 Bulan,Rp 1.500.000/bulan,2023-08-29,Google Form
TR5100,C972,CV Prima Cerdas,"Jl. Veteran No. 183, Bandung",Teknologi Informasi,Farah Setiawan,081512066914,Mobile Developer,Part-time,2,"Informatika, Pendidikan Teknik Informatika",4,"Menguasai Flutter/React Native/Kotlin, REST API integration, Git.",WFO,"Full WFO, Senin-Jumat 08:00-17:00",4 Bulan,Rp 1.500.000/bulan,2023-10-11,Google Form
TR5101,C233,PT Daya Digital,"Jl. Ir. Sutami No. 159, Semarang",Media & Kreatif,Muhammad Pangestu,085251220170,UI/UX Designer,Magang,3,"Sistem Informasi, Informatika",6,"Menguasai Figma/Adobe XD, user research, wireframing, prototyping, design thinking.",Hybrid,"Hybrid fleksibel, minimal 3 hari WFO per minggu",3 Bulan,Rp 750.000/bulan,2023-12-25,Google Form
TR5102,C100,CV Indo Nusantara,"Jl. Braga No. 91, Malang",Energi & Pertambangan,Maya Ardiansyah,082178774701,Mechanical Engineer Intern,Magang,2,Teknik Mesin,5,"Menguasai AutoCAD/SolidWorks, material science dasar, manufaktur.",WFO,"Full WFO, Senin-Jumat 08:00-17:00",3 Bulan,Rp 2.000.000/bulan,2023-10-30,Google Form
TR5103,C907,PT Nusa Nusantara,"Jl. Hasanuddin No. 14, Surakarta",Teknologi Informasi,Fani Prasetya,085669470318,Backend Developer,Magang,4,"Informatika, Sistem Informasi",4,"Menguasai Node.js/Python/Java, RESTful API, database SQL/NoSQL, Docker dasar.",Hybrid,"WFO Senin-Rabu, WFH Kamis-Jumat",6 Bulan,Non-Paid,2024-01-14,Email
TR5104,C606,PT Esa Bersama,"Jl. Brigjend Katamso No. 61, Surabaya",Otomotif,Joko Nugroho,081636849951,Production Engineer Intern,Magang,2,"Teknik Industri, Teknik Mesin",5,"Menguasai dasar-dasar production engineer intern, komunikasi baik, mampu bekerja dalam tim.",WFH,"Full remote, standup meeting harian via Zoom",3 Bulan,Rp 2.000.000/bulan,2024-01-03,WhatsApp
TR5105,C1236,PT Bangkit Perkasa,"Jl. MT Haryono No. 65, Jakarta",Asuransi,Vino Suryadi,085618128311,Business Analyst,Full-time,4,"Manajemen, Sistem Informasi",5,"Menguasai analisis proses bisnis, SQL, visualisasi data, komunikasi yang baik.",WFH,"Full remote, standup meeting harian via Zoom",6 Bulan,Rp 3.000.000/bulan,2023-12-22,Input Manual
TR5106,C471,PT Sentosa Analitika,"Jl. Dago No. 193, Surakarta",E-commerce,Riska Sari,085664027011,Content Writer,Part-time,2,"Ilmu Komunikasi, Sastra Inggris",7,"Kemampuan menulis konten yang baik, SEO writing, riset topik.",WFH,"Full WFH, jam kerja fleksibel",6 Bulan,Rp 1.000.000/bulan,2023-10-05,Input Manual
TR5107,C1269,CV Andalas Terapan,"Jl. Urip Sumoharjo No. 15, Bogor",Telekomunikasi,Lutfia Fitriani,081344695674,IT Support,Full-time,1,"Teknik Elektro, Sistem Informasi",5,"Menguasai troubleshooting hardware/software, networking dasar, Microsoft Office.",WFO,"Full WFO, shift pagi/siang",Tidak Terbatas,Rp 4.000.000/bulan,2023-09-12,Google Form
TR5108,C1193,CV Mega Konsultan,"Jl. Slamet Riyadi No. 125, Jakarta",Asuransi,Mega Wijaya,083896128488,Data Analyst,Magang,5,"Informatika, Ekonomi Pembangunan",5,"Menguasai SQL, Python/R, visualisasi data (Tableau/Power BI), statistik dasar.",WFO,"WFO 5 hari, jam kerja fleksibel",4 Bulan,Uang transport saja,2023-12-18,Google Form
TR5109,C186,PT Makmur Solusi,"Jl. Hasanuddin No. 80, Depok",Media & Kreatif,Dani Setiawan,085363294511,UI/UX Designer,Magang,5,"Informatika, Desain Komunikasi Visual",6,"Menguasai Figma/Adobe XD, user research, wireframing, prototyping, design thinking.",WFO,"WFO 5 hari, jam kerja fleksibel",3 Bulan,Rp 2.500.000/bulan,2023-08-12,Google Form
TR5110,C297,CV Kreasi Makmur,"Jl. Urip Sumoharjo No. 34, Jakarta",Retail,Anggi Cahyani,083830220502,Store Supervisor Intern,Magang,5,Manajemen,4,"Menguasai dasar-dasar store supervisor intern, komunikasi baik, mampu bekerja dalam tim.",WFO,"Full WFO, shift pagi/siang",6 Bulan,Uang transport saja,2023-09-23,Google Form
TR5111,C784,PT Bina Systems,"Jl. Hasanuddin No. 29, Semarang",Retail,Maulana Utami,085720435598,Store Supervisor Intern,Part-time,3,Manajemen,4,"Menguasai dasar-dasar store supervisor intern, komunikasi baik, mampu bekerja dalam tim.",WFH,"Full WFH, jam kerja fleksibel",3 Bulan,Rp 1.000.000/bulan,2023-11-19,Google Form
TR5112,C195,PT Gemilang Media,"Jl. Brigjend Katamso No. 71, Semarang",Kesehatan & Farmasi,Aldi Hidayat,083833209915,Lab Technician Intern,Full-time,1,"Farmasi, Agroteknologi",4,"Menguasai dasar-dasar lab technician intern, komunikasi baik, mampu bekerja dalam tim.",WFO,"WFO 5 hari, jam kerja fleksibel",3 Bulan,Rp 3.500.000/bulan,2023-08-01,Google Form
TR5113,C972,CV Prima Cerdas,"Jl. Pemuda No. 147, Bandung",Teknologi Informasi,Ika Ningsih,085617469029,Data Science Intern,Magang,1,"Statistika, Informatika",6,"Menguasai Python, machine learning dasar, statistik, SQL, Jupyter Notebook.",WFO,"WFO 5 hari, jam kerja fleksibel",6 Bulan,Rp 1.500.000/bulan,2023-09-30,Google Form
TR5114,C1210,PT Bina Media,"Jl. Brigjend Katamso No. 195, Surabaya",Asuransi,Ayu Lestari,081267727570,Data Analyst,Magang,5,"Ekonomi Pembangunan, Statistika",5,"Menguasai SQL, Python/R, visualisasi data (Tableau/Power BI), statistik dasar.",WFO,"Full WFO, Senin-Jumat 08:00-17:00",6 Bulan,Rp 500.000/bulan,2023-12-30,Google Form
TR5115,C1043,PT Perkasa Abadi,"Jl. Slamet Riyadi No. 36, Surakarta",Properti & Konstruksi,Eka Maulana,082276980685,Drafter,Magang,1,"Teknik Sipil, Teknik Mesin",5,"Menguasai dasar-dasar drafter, komunikasi baik, mampu bekerja dalam tim.",WFO,"Full WFO, Senin-Jumat 08:00-17:00",3 Bulan,Non-Paid,2023-12-24,Email
TR5116,C019,PT Inovasi Utama,"Jl. Diponegoro No. 146, Surakarta",Konsultan Manajemen,Eka Fitriani,082180598262,Research Associate,Full-time,1,Psikologi,7,"Menguasai dasar-dasar research associate, komunikasi baik, mampu bekerja dalam tim.",WFH,"Full WFH, jam kerja fleksibel",3 Bulan,Rp 4.500.000/bulan,2023-09-14,Input Manual
TR5117,C977,PT Bangkit Sentosa,"Jl. Ir. Sutami No. 72, Jakarta",Konsultan Manajemen,Vina Anggara,087894535365,IT Consultant Intern,Magang,2,"Informatika, Sistem Informasi",6,"Menguasai dasar-dasar it consultant intern, komunikasi baik, mampu bekerja dalam tim.",WFO,"Full WFO, Senin-Jumat 08:00-17:00",3 Bulan,Rp 2.000.000/bulan,2023-09-13,Email
TR5118,C1059,CV Daya Karya,"Jl. Kebon Jeruk No. 158, Depok",Asuransi,Wahyu Kusuma,081520412319,Underwriting Intern,Full-time,1,"Akuntansi, Manajemen",5,"Menguasai dasar-dasar underwriting intern, komunikasi baik, mampu bekerja dalam tim.",WFH,"Full remote, standup meeting harian via Zoom",3 Bulan,Rp 4.500.000/bulan,2023-10-24,Google Form
TR5119,C1088,PT Solusi Konsultan,"Jl. Merdeka No. 180, Surabaya",Logistik & Supply Chain,Rangga Anggraeni,081596477183,Supply Chain Analyst,Magang,2,"Teknik Industri, Manajemen",7,"Menguasai supply chain management, Excel, analisis data operasional.",Hybrid,"3 hari WFO, 2 hari WFH",4 Bulan,Uang transport saja,2023-09-28,WhatsApp
TR5120,C231,PT Nusa Systems,"Jl. Ir. Sutami No. 171, Malang",Konsultan Manajemen,Putri Pangestu,085295424207,Consultant Intern,Magang,1,"Sistem Informasi, Ekonomi Pembangunan",4,"Menguasai dasar-dasar consultant intern, komunikasi baik, mampu bekerja dalam tim.",Hybrid,"2 hari WFO, 3 hari WFH",3 Bulan,Rp 750.000/bulan,2024-01-11,WhatsApp
TR5121,C894,PT Mega Kreatif,"Jl. Monginsidi No. 40, Surakarta",Properti & Konstruksi,Irfan Firmansyah,081212560832,Marketing Staff,Magang,2,"Ilmu Komunikasi, Desain Komunikasi Visual",5,"Menguasai dasar-dasar marketing staff, komunikasi baik, mampu bekerja dalam tim.",Hybrid,"Hybrid fleksibel, minimal 3 hari WFO per minggu",6 Bulan,Rp 2.000.000/bulan,2023-11-01,Google Form
TR5122,C1208,CV Sukses Terapan,"Jl. Ir. Sutami No. 10, Surakarta",Otomotif,Gita Permana,087753369524,IT Support,Full-time,2,"Pendidikan Teknik Informatika, Informatika",5,"Menguasai troubleshooting hardware/software, networking dasar, Microsoft Office.",WFO,"WFO 5 hari, jam kerja fleksibel",3 Bulan,Rp 3.000.000/bulan,2023-11-04,Google Form
TR5123,C630,PT Global Teknologi,"Jl. Pandanaran No. 187, Semarang",Kesehatan & Farmasi,Bayu Kurniawan,081270518439,IT Staff,Magang,2,"Sistem Informasi, Teknik Elektro",5,"Menguasai dasar-dasar it staff, komunikasi baik, mampu bekerja dalam tim.",WFO,"Full WFO, Senin-Jumat 08:00-17:00",4 Bulan,Rp 1.000.000/bulan,2023-10-31,Google Form
TR5124,C1235,CV Inovasi Mandiri,"Jl. Braga No. 111, Semarang",FMCG,Candra Firdaus,085295289731,Marketing Intern,Magang,2,"Manajemen, Ilmu Komunikasi",6,"Memahami dasar marketing, riset pasar, presentasi, MS Office.",Hybrid,"3 hari WFO, 2 hari WFH",6 Bulan,Rp 750.000/bulan,2023-09-28,Input Manual
TR5125,C318,PT Bangkit Bangsa,"Jl. Braga No. 103, Jakarta",Otomotif,Cahyo Safitri,087751971284,Data Analyst,Full-time,2,"Informatika, Sistem Informasi",6,"Menguasai SQL, Python/R, visualisasi data (Tableau/Power BI), statistik dasar.",Hybrid,"2 hari WFO, 3 hari WFH",4 Bulan,Rp 5.000.000/bulan,2024-01-26,Email
TR5126,C451,PT Techno Solusi,"Jl. Jend. Sudirman No. 182, Surakarta",Travel & Hospitality,Lukman Lestari,081364334817,Customer Service Intern,Magang,1,"Psikologi, Manajemen",5,"Menguasai dasar-dasar customer service intern, komunikasi baik, mampu bekerja dalam tim.",Hybrid,"3 hari WFO, 2 hari WFH",3 Bulan,Uang transport saja,2023-08-28,Input Manual
TR5127,C734,PT Nusa Pratama,"Jl. Thamrin No. 186, Surabaya",Manufaktur,Hesti Handoko,081289957457,Data Entry Operator,Magang,2,"Manajemen, Sistem Informasi",5,"Menguasai dasar-dasar data entry operator, komunikasi baik, mampu bekerja dalam tim.",WFH,"Full WFH, jam kerja fleksibel",3 Bulan,Uang transport saja,2023-08-09,Google Form
TR5128,C1065,CV Cipta Systems,"Jl. Diponegoro No. 56, Surakarta",Media & Kreatif,Olivia Pangestu,081287483608,Content Creator,Part-time,1,"Ilmu Komunikasi, Desain Komunikasi Visual",6,"Kreatif, menguasai tools editing foto/video, memahami tren media sosial.",WFO,"Full WFO, Senin-Jumat 08:00-17:00",3 Bulan,Rp 2.000.000/bulan,2023-12-30,Input Manual
TR5129,C136,PT Jaya Perkasa,"Jl. Ahmad Yani No. 134, Jakarta",E-commerce,Gilang Hidayat,082140659657,Content Writer,Magang,1,"Ilmu Komunikasi, Sastra Inggris",7,"Kemampuan menulis konten yang baik, SEO writing, riset topik.",Hybrid,"2 hari WFO, 3 hari WFH",3 Bulan,Rp 3.000.000/bulan,2023-08-15,Google Form
TR5130,C264,PT Sinergi Bangsa,"Jl. Monginsidi No. 106, Jakarta",Kesehatan & Farmasi,Lina Puspitasari,087735020802,Pharmacist Intern,Magang,3,Farmasi,6,"Menguasai dasar-dasar pharmacist intern, komunikasi baik, mampu bekerja dalam tim.",Hybrid,"3 hari WFO, 2 hari WFH",3 Bulan,Rp 1.000.000/bulan,2023-10-04,Input Manual
TR5131,C453,CV Sentosa Makmur,"Jl. Jend. Sudirman No. 80, Jakarta",Retail,Bima Syahputra,085238597779,Data Analyst,Magang,2,"Manajemen, Sistem Informasi",5,"Menguasai SQL, Python/R, visualisasi data (Tableau/Power BI), statistik dasar.",Hybrid,"3 hari WFO, 2 hari WFH",Tidak Terbatas,Rp 1.500.000/bulan,2023-10-18,Google Form
TR5132,C551,PT Kreasi Nusantara,"Jl. Pahlawan No. 98, Bandung",E-commerce,Elsa Prabowo,082230770461,Frontend Developer,Magang,3,"Pendidikan Teknik Informatika, Informatika",5,"Menguasai HTML/CSS/JavaScript, framework React/Vue.js, responsive design. Pengalaman dengan Git.",WFO,"Full WFO, shift pagi/siang",4 Bulan,Rp 2.500.000/bulan,2023-08-01,Input Manual
TR5133,C885,PT Prima Mandiri,"Jl. Slamet Riyadi No. 47, Depok",Logistik & Supply Chain,Faisal Lestari,081509727954,Supply Chain Analyst,Magang,4,"Teknik Industri, Sistem Informasi",6,"Menguasai supply chain management, Excel, analisis data operasional.",Hybrid,"Hybrid fleksibel, minimal 3 hari WFO per minggu",3 Bulan,Uang transport saja,2023-08-02,Google Form
TR5134,C106,CV Cakra Logistik,"Jl. Jend. Sudirman No. 118, Surabaya",Otomotif,Krisna Sari,083857865278,Production Engineer Intern,Full-time,1,"Teknik Industri, Teknik Mesin",6,"Menguasai dasar-dasar production engineer intern, komunikasi baik, mampu bekerja dalam tim.",WFO,"WFO 5 hari, jam kerja fleksibel",3 Bulan,Rp 4.500.000/bulan,2023-10-25,WhatsApp
TR5135,C1135,CV Karya Gemilang,"Jl. Adi Sucipto No. 137, Jakarta",Logistik & Supply Chain,Farah Permana,085331589016,Warehouse Staff,Full-time,4,"Teknik Industri, Manajemen",4,"Menguasai dasar-dasar warehouse staff, komunikasi baik, mampu bekerja dalam tim.",WFO,"Full WFO, shift pagi/siang",3 Bulan,Rp 5.000.000/bulan,2023-10-12,WhatsApp
TR5136,C712,PT Global Bangsa,"Jl. Monginsidi No. 153, Tangerang",Properti & Konstruksi,Salma Pangestu,085334527346,Project Coordinator Intern,Magang,5,"Teknik Sipil, Manajemen",4,"Menguasai dasar-dasar project coordinator intern, komunikasi baik, mampu bekerja dalam tim.",Hybrid,"3 hari WFO, 2 hari WFH",6 Bulan,Rp 500.000/bulan,2023-08-22,Input Manual
TR5137,C407,PT Karya Utama,"Jl. Hasanuddin No. 85, Surakarta",Manufaktur,Anisa Hakim,081508428910,Industrial Engineer Intern,Magang,2,Teknik Industri,4,"Menguasai lean manufacturing, time & motion study, AutoCAD.",Hybrid,WFO minimal 2 hari per minggu,4 Bulan,Uang transport saja,2023-08-15,Google Form
TR5138,C510,CV Digital Teknologi,"Jl. Diponegoro No. 133, Surakarta",Telekomunikasi,Irfan Ardiansyah,081351814372,Software Developer,Part-time,1,"Informatika, Sistem Informasi",6,"Menguasai dasar-dasar software developer, komunikasi baik, mampu bekerja dalam tim.",WFO,"Full WFO, Senin-Jumat 08:00-17:00",4 Bulan,Rp 1.000.000/bulan,2023-11-08,Google Form
TR5139,C1366,CV Mitra Solusi,"Jl. Jend. Sudirman No. 10, Jakarta",Asuransi,Tiara Syahputra,081327232219,Actuarial Analyst Intern,Magang,2,"Statistika, Akuntansi",5,"Menguasai dasar-dasar actuarial analyst intern, komunikasi baik, mampu bekerja dalam tim.",WFO,"WFO 5 hari, jam kerja fleksibel",4 Bulan,Uang transport saja,2023-11-08,Google Form
TR5140,C1053,PT Solusi Bangsa,"Jl. Jend. Sudirman No. 82, Bogor",Asuransi,Bayu Syahputra,087896218134,Underwriting Intern,Magang,3,"Akuntansi, Manajemen",7,"Menguasai dasar-dasar underwriting intern, komunikasi baik, mampu bekerja dalam tim.",WFH,"Full WFH, jam kerja fleksibel",3 Bulan,Rp 2.500.000/bulan,2023-12-10,Input Manual
TR5141,C367,CV Inovasi Media,"Jl. Jend. Sudirman No. 182, Jakarta",Logistik & Supply Chain,Rafi Sulistyo,082115912059,Data Entry Operator,Full-time,3,"Sistem Informasi, Manajemen",5,"Menguasai dasar-dasar data entry operator, komunikasi baik, mampu bekerja dalam tim.",WFO,"Full WFO, Senin-Jumat 08:00-17:00",Tidak Terbatas,Rp 4.000.000/bulan,2023-09-24,Google Form
TR5142,C941,CV Mandiri Utama,"Jl. Kebon Jeruk No. 104, Bandung",E-commerce,Kirana Oktaviani,081350468984,Product Manager Intern,Magang,1,"Manajemen, Informatika",6,"Menguasai dasar-dasar product manager intern, komunikasi baik, mampu bekerja dalam tim.",WFH,"Full remote, standup meeting harian via Zoom",3 Bulan,Non-Paid,2023-12-21,Google Form
TR5143,C583,CV Esa Inovasi,"Jl. Raya Pajajaran No. 129, Bandung",Pendidikan & EdTech,Aditya Santoso,087766191284,Research Intern,Full-time,3,"Ekonomi Pembangunan, Statistika",6,"Menguasai dasar-dasar research intern, komunikasi baik, mampu bekerja dalam tim.",WFO,"Full WFO, Senin-Jumat 08:00-17:00",3 Bulan,Rp 3.000.000/bulan,2023-09-23,Google Form
TR5144,C1135,CV Karya Gemilang,"Jl. Yos Sudarso No. 122, Jakarta",Logistik & Supply Chain,Farah Permana,085331589016,Business Process Analyst,Magang,2,"Manajemen, Sistem Informasi",5,"Menguasai dasar-dasar business process analyst, komunikasi baik, mampu bekerja dalam tim.",WFH,"Full WFH, jam kerja fleksibel",3 Bulan,Rp 500.000/bulan,2024-01-16,Google Form
